Informe de alerta de HP SiteScope - Tabla
"Monitor","Tipo","Estado","Mensaje","Fecha","Grupo",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\SysUptime IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\FileSystem IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\SysUptime IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\CPU IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\Ping BKUP IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\CPU IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\Ping BKUP IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\FileSystem IMSSEX16MB18\FileSystem IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\FileSystem IMSSEX16MB18\FileSystem IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\Memoria IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\Memoria IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\Ping PRD IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\Ping PRD IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\FileSystem IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\SysUptime IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\FileSystem IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\SysUptime IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\CPU IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\CPU IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\Ping BKUP IMSSEX16MB18' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\FileSystem IMSSEX16MB06\FileSystem IMSSEX16MB06' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB18\Ping BKUP IMSSEX16MB18' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\FileSystem IMSSEX16MB06\FileSystem IMSSEX16MB06' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\Memoria IMSSEX16MB06' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\Ping PRD IMSSEX16MB06' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\Ping PRD IMSSEX16MB06' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\FileSystem IMSSEX16MB06' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\FileSystem IMSSEX16MB06' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\SysUptime IMSSEX16MB06' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\SysUptime IMSSEX16MB06' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\CPU IMSSEX16MB06' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\CPU IMSSEX16MB06' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:48 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB06\Ping BKUP IMSSEX16MB06' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
